+-----------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
, series id , year , period ,  value  ,                                                footnotes                                                ,
,  WPUID54  , 2021 ,  M03   ,  126.8  ,                                                                                                         ,
,  WPUID54  , 2021 ,  M02   ,  125.0  ,                                                                                                         ,
,  WPUID54  , 2021 ,  M01   ,  124.0  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M12   ,  122.1  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M11   ,  121.0  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M10   ,  120.9  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M09   ,  120.6  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M08   ,  119.7  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M07   ,  118.8  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M06   ,  117.9  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M05   ,  117.1  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M04   ,  116.8  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M03   ,  118.8  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M02   ,  119.1  ,                                                                                                         ,
,  WPUID54  , 2020 ,  M01   ,  119.6  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M12   ,  119.2  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M11   ,  118.9  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M10   ,  118.9  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M09   ,  119.4  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M08   ,  119.5  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M07   ,  119.4  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M06   ,  119.2  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M05   ,  119.2  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M04   ,  119.2  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M03   ,  118.6  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M02   ,  118.0  ,                                                                                                         ,
,  WPUID54  , 2019 ,  M01   ,  117.7  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M12   ,  117.6  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M11   ,  117.8  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M10   ,  118.1  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M09   ,  117.7  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M08   ,  117.6  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M07   ,  117.7  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M06   ,  117.5  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M05   ,  116.9  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M04   ,  116.2  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M03   ,  115.8  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M02   ,  115.4  ,                                                                                                         ,
,  WPUID54  , 2018 ,  M01   ,  114.9  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M12   ,  114.1  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M11   ,  114.1  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M10   ,  113.8  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M09   ,  113.6  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M08   ,  113.5  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M07   ,  113.2  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M06   ,  113.2  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M05   ,  112.7  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M04   ,  112.5  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M03   ,  111.8  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M02   ,  111.8  ,                                                                                                         ,
,  WPUID54  , 2017 ,  M01   ,  111.2  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M12   ,  110.4  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M11   ,  110.1  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M10   ,  110.0  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M09   ,  110.2  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M08   ,  110.2  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M07   ,  110.4  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M06   ,  110.2  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M05   ,  109.5  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M04   ,  109.2  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M03   ,  109.0  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M02   ,  108.9  ,                                                                                                         ,
,  WPUID54  , 2016 ,  M01   ,  109.0  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M12   ,  108.6  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M11   ,  109.0  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M10   ,  109.3  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M09   ,  109.9  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M08   ,  110.6  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M07   ,  110.8  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M06   ,  110.8  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M05   ,  110.5  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M04   ,  110.1  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M03   ,  110.0  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M02   ,  109.8  ,                                                                                                         ,
,  WPUID54  , 2015 ,  M01   ,  110.0  ,                                                                                                         ,
+-----------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
