+-----------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
, series id , year , period ,  value  ,                                                footnotes                                                ,
,  WPUID53  , 2016 ,  M03   ,  106.5  ,                                                                                                         ,
,  WPUID53  , 2016 ,  M02   ,  106.0  ,                                                                                                         ,
,  WPUID53  , 2016 ,  M01   ,  106.7  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M12   ,  106.2  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M11   ,  107.6  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M10   ,  108.5  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M09   ,  109.6  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M08   ,  111.8  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M07   ,  112.5  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M06   ,  113.1  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M05   ,  112.8  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M04   ,  111.0  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M03   ,  111.1  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M02   ,  110.1  ,                                                                                                         ,
,  WPUID53  , 2015 ,  M01   ,  111.1  ,                                                                                                         ,
+-----------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
