+-----------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
, series id , year , period ,  value  ,                                                footnotes                                                ,
,  WPUID52  , 2019 ,  M10   ,  104.5  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M09   ,  105.2  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M08   ,  105.1  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M07   ,  105.7  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M06   ,  105.4  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M05   ,  106.8  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M04   ,  107.3  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M03   ,  106.9  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M02   ,  106.6  ,                                                                                                         ,
,  WPUID52  , 2019 ,  M01   ,  107.4  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M12   ,  109.3  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M11   ,  108.4  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M10   ,  110.2  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M09   ,  109.4  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M08   ,  109.0  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M07   ,  109.7  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M06   ,  108.8  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M05   ,  108.9  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M04   ,  107.4  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M03   ,  106.5  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M02   ,  107.7  ,                                                                                                         ,
,  WPUID52  , 2018 ,  M01   ,  106.7  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M12   ,  105.5  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M11   ,  104.9  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M10   ,  104.0  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M09   ,  103.3  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M08   ,  102.9  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M07   ,  102.9  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M06   ,  102.8  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M05   ,  102.7  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M04   ,  103.2  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M03   ,  101.8  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M02   ,  103.2  ,                                                                                                         ,
,  WPUID52  , 2017 ,  M01   ,  103.2  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M12   ,  101.7  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M11   ,   99.7  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M10   ,  100.2  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M09   ,   99.3  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M08   ,   99.2  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M07   ,   99.9  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M06   ,   99.1  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M05   ,   97.8  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M04   ,   96.5  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M03   ,   95.6  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M02   ,   95.1  ,                                                                                                         ,
,  WPUID52  , 2016 ,  M01   ,   95.6  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M12   ,   95.6  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M11   ,   96.1  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M10   ,   97.5  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M09   ,   97.9  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M08   ,   99.0  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M07   ,  100.3  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M06   ,  101.0  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M05   ,  100.7  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M04   ,   99.8  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M03   ,   99.6  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M02   ,   99.8  ,                                                                                                         ,
,  WPUID52  , 2015 ,  M01   ,  100.1  ,                                                                                                         ,
+-----------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
