+-----------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
, series id , year , period ,  value  ,                                                footnotes                                                ,
,  WPUFD42  , 2020 ,  M10   ,  121.6  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M09   ,  120.5  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M08   ,  120.3  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M07   ,  120.3  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M06   ,  119.6  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M05   ,  119.4  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M04   ,  119.5  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M03   ,  120.0  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M02   ,  119.7  ,                                                                                                         ,
,  WPUFD42  , 2020 ,  M01   ,  120.0  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M12   ,  119.3  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M11   ,  119.2  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M10   ,  120.0  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M09   ,  119.4  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M08   ,  119.9  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M07   ,  119.5  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M06   ,  119.3  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M05   ,  119.2  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M04   ,  119.1  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M03   ,  118.5  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M02   ,  118.1  ,                                                                                                         ,
,  WPUFD42  , 2019 ,  M01   ,  117.8  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M12   ,  117.6  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M11   ,  117.6  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M10   ,  117.8  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M09   ,  116.7  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M08   ,  116.7  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M07   ,  116.8  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M06   ,  116.6  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M05   ,  116.1  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M04   ,  116.0  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M03   ,  115.8  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M02   ,  115.3  ,                                                                                                         ,
,  WPUFD42  , 2018 ,  M01   ,  114.8  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M12   ,  114.2  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M11   ,  114.6  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M10   ,  114.8  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M09   ,  113.9  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M08   ,  113.9  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M07   ,  113.7  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M06   ,  113.5  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M05   ,  113.4  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M04   ,  113.2  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M03   ,  112.7  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M02   ,  112.3  ,                                                                                                         ,
,  WPUFD42  , 2017 ,  M01   ,  112.3  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M12   ,  111.8  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M11   ,  112.0  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M10   ,  112.1  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M09   ,  111.6  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M08   ,  111.4  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M07   ,  111.6  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M06   ,  111.6  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M05   ,  111.2  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M04   ,  111.3  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M03   ,  111.2  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M02   ,  111.2  ,                                                                                                         ,
,  WPUFD42  , 2016 ,  M01   ,  111.1  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M12   ,  110.0  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M11   ,  110.1  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M10   ,  110.3  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M09   ,  110.1  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M08   ,  110.3  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M07   ,  110.4  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M06   ,  110.0  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M05   ,  109.7  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M04   ,  110.0  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M03   ,  109.8  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M02   ,  109.5  ,                                                                                                         ,
,  WPUFD42  , 2015 ,  M01   ,  109.8  ,                                                                                                         ,
+-----------+------+--------+---------+---------------------------------------------------------------------------------------------------------+
